storeName,city,phoneNumber,website,facebookPage,email,country,phones
Telephonist Gsm,13 Mart Ortadoğu Caddesi Ortadoğu sitesi altı E blok no:7,0 506 876 66 66,https://www.instagram.com/telephonistgsm/,,,turkey,yes
Umut Bilişim,"artkukbey sitesi, Zafer Cd. altı",,,https://www.facebook.com/bilgisayarumut/,,turkey,yes
Elçiler Cep Shop,1. Cadde No:312,,,,,turkey,yes
DÜNYA İLETİŞİM,Vali Ozan Cad. Otel Nuhoğlu Yanı Bereket İş Merkezi Altı No : 1,,,https://www.facebook.com/p/D%C3%BCnya-ileti%C5%9Fim-100054232521831/,,turkey,yes
Şeran Tel,İpekyolu Cd. No:298A,,,https://www.facebook.com/shi.mo.9480/,,turkey,yes
TREND CEP SHOP,1042. Sokak no:13D,0 544 694 48 66,https://instagram.com/trendcepshop47?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,https://www.facebook.com/trendcepmarket09/,,turkey,yes
Akgün İletişim,İstiklal Cd. No:17,,,https://www.facebook.com/p/AKG%C3%9CN-Ileti%C5%9Fim-100068406436960/?_rdr,,turkey,yes
DEST İLETİŞİM,"KİLİSE CAD, PİCASSU YANI NO:5/D",0 530 647 04 34,,,,turkey,yes
Öğrenci İletişim,Şanlıurfa Cd. No:2,,,,,turkey,yes
Global iletişim,Şanlıurfa Cd. No:2,,,https://www.facebook.com/people/Global-ileti%C5%9Fim/100069605484617/,,turkey,yes
B&S iletişim-vodafone YurtiçiKargo Ktn,4 Cd. tuana apt no34/c,0 544 807 47 47,,,,turkey,yes
ortaçgsmhediyelik,mahalesi 86/b,0 546 265 18 05,,,,turkey,yes
AVA GSM,Ortadoğu Caddesi Ortadoğu Sitesi,0 544 814 47 47,,https://m.facebook.com/public/Ava-Gsm,,turkey,yes
LİDER MOBİLE,Barış Cd.,,,https://www.facebook.com/p/Lider-mobile-100065586995582/,,turkey,yes
Teknohospital,13 mart mah.mehtapaddesi.mehtap kent B blok altı,,,,,turkey,yes
Naifoglu Iletisim,Kilise Cd. Kılıç 3 Apt. D:39/a,0 482 312 75 61,,https://www.facebook.com/naifoglu.iletisim/,,turkey,yes
Botan iletişim,,,,https://www.facebook.com/p/Botan-ileti%C5%9Fim-100064283400900/,,turkey,yes
Sahanhozan Bilişim Ve Iletişim,Kilise Cd.,0 543 544 05 46,,,,turkey,yes
Mardin Nusaybin Turkcell Öztur İletişim,Lozan Cd.,,,,,turkey,yes
Sedat EMEN,Şahkulubey Cd. CDNO:15/C,0 553 842 10 59,,https://www.facebook.com/sedat.emen.1/,,turkey,yes
Vodafone-çimen İletişim,,,,,,turkey,yes
realmardin iletişim,608. Sk.,,,,,turkey,yes
Maril İletişim,Mardin Cd. NO: 21,,,https://www.facebook.com/marililetisim/,,turkey,yes
Vodafone,,,,https://www.facebook.com/thevodafonegroup/,,turkey,yes
R&A GSM,"Toki pazar yeri, A101 yanı",0 544 714 40 13,,,,turkey,yes
Örnek Gsm,·,0 532 638 47 86,,https://www.facebook.com/groups/1832062120429624/,,turkey,yes
ARS AKSESUAR,"Aldam apt altı arslan gsm, 13 Mart Mahallesi Burç sokak, karşısı",0 551 178 30 27,https://www.instagram.com/ars.aksesuarr?igsh=MW95YnB3bXFvY2JscA==,,,turkey,yes
Vodafone,Hükümet Cad. Güneş Apt. No:13,0 530 065 96 47,https://www.vodafone.com.tr/YardimDestek/vodafone-magazalari,https://www.facebook.com/vodafoneTR/,,turkey,yes
Dempa Iletisim,Sakarya Cd. No:12/D,0 482 415 89 36,,,,turkey,yes
Özcan İletişim,M. Sait Erdem cad No:40/A,0 533 247 06 36,,https://m.facebook.com/people/%C3%96zcan-%C4%B0leti%C5%9Fim/100066290781574/,,turkey,yes
Seyhan İletişim,Mardin Diyarbakır Cd. No:19,0 541 771 35 25,,,,turkey,yes
OĞUZ GSM,"ÇEÇEN MEZARLIĞI KARŞISI, Şanlıurfa Cd.",0 541 220 21 73,https://www.instagram.com/oguz.iletisim47?igsh=aWl6bDhyYnVjbGwz&utm_source=qr,https://www.facebook.com/ruzgar.gsm.71/,,turkey,yes
BİL-AL İLETİŞİM,CUMHURİYET MEYDANI BAŞARAN MARKET YANI,0 531 918 47 59,,,,turkey,yes
Q-TECH Bilgisayar ve Telefon,"Opet Arkası, Park Hastanesine çıkan cadde, Işık Cd. No:3/B",0 535 789 00 09,http://shopier.com/qtech,,,turkey,yes
ORTAKÖY İLETİŞİM,Mardin Ortaköy Mh Seyda cami karşısı no 8/ 1,0 553 605 32 56,,https://www.facebook.com/people/Ortak%C3%B6y-ileti%C5%9Fim/100054626746429/?locale=mk_MK,,turkey,yes
TEKNO HOME,·,0 541 580 25 34,,https://www.facebook.com/tekno.home.7/,,turkey,yes
Hasbas Iletisim,Cumhuriyrt Bulv 316,0 532 356 58 70,,,,turkey,yes
Ceylan Iletişim,Seyfettin Güneştan Cd.,0 532 792 68 00,,https://www.facebook.com/ceylaniletisim45/,,turkey,yes
Ferhat İletişim Nusaybin,Lozan Cd.,0 545 296 96 06,,https://www.facebook.com/ferhatiletisim47/,,turkey,yes
mavi köşe iletişim,Mardin Cd. no160,0 542 267 67 08,,,,turkey,yes
Sıla İletişim,Seyfettin Güneştan Cd. No:32,0 542 442 02 42,,https://www.facebook.com/p/SILA-Ileti%C5%9Fim-100063479889975/,,turkey,yes
Tas Iletisim,Namık Kemal Cad. No:80,,,https://www.facebook.com/AdiyamanKKumkopruSubesi/,,turkey,yes
Akbaş Iletişim,·,0 541 665 32 09,,https://www.facebook.com/p/Akba%C5%9F-%C4%B0leti%C5%9Fim-100067095823119/,,turkey,yes
GOLDEN BOYYS TELEKOM,"Golden BOYYS iletişim, Hürriyet SK",0 545 404 27 23,,,,turkey,yes
Turkcell Plus+ İletişim,Öğretmen Evi Karşısı Plus+ İletişim,0 4441444,,https://www.facebook.com/plusiletisim,,turkey,yes
LG SERVİSİ,5. Sk. No:9,0 482 212 32 92,https://www.lg.com/tr,https://www.facebook.com/LGTurkiye,,turkey,yes
Dilara Ticaret D-Smart / Vera Yazar Kasa Yetkili Satıcısı,,,,,,turkey,yes
MardinPark AVM Samsung Mağazası,MardinPark AVM 13 Mart Mah. 46. Cad No:3 / B104A,0 482 502 02 20,,,,turkey,yes
Demir İletişim Vodafone Shop,Sakarya Cd. No:6,0 542 546 47 47,https://www.vodafone.com.tr/bayi/mardin,https://www.facebook.com/vodafoneTR/,,turkey,yes
sönmez iletişim 1 Nusaybin,"BARIŞ PARK KARŞISI DiLGEŞ SÖNMEZ : 05436546945, Lozan Cd. büyük pasaj no 21",0 482 212 81 10,,https://www.facebook.com/sonmeziletisim1/,,turkey,yes
Samsung - Mardian Avm Mağazası,Vali Ozan Cd. No:1/1,0 482 502 55 55,https://www.samsung.com/tr,https://www.facebook.com/SamsungTurkey,,turkey,yes
AYYILDIZ TECHNO PARK,"MARDİN HAVALİMANI, 9153.sokak günbay 3.apt No:3/C altı DÜKKAN",0 541 304 40 02,,,,turkey,yes
Turunç Bilişim,13 Mart Cd.,0 545 371 47 67,,https://www.facebook.com/turuncbilisimedonusum/?locale=tr_TR,,turkey,yes
Türk Telekom Müdürlüğü,4. Sk. No:1,0 506 057 40 40,http://www.turktelekom.com.tr/,,,turkey,yes
Martek Bilgisayar,Kilis caddesi 101A,0 544 312 88 80,,,,turkey,yes
SmartStore Technology,İsmet İnönü Blv. Nail Göksu Pasajı No 109,,,,,turkey,yes
Dream,Fasih Kayabalı Cd. No:65 D:61,0 505 000 02 06,,https://www.facebook.com/dream/,,turkey,yes
NURON AKSESUAR,Çakmak Cd.,,,,,turkey,yes
امير الجوالات,160. Cd. 22A,0 539 522 22 09,,,,turkey,yes
Taha İletişim,"Taha iletişim, Cami Şerif mahallesi ismet İnönü bulvarı nail Göksu pasajı",0 536 868 48 49,,https://www.facebook.com/p/Taha-Ileti%C5%9Fim-100054230841823/?_rdr,hikmetdincertaha@hotmail.com,turkey,yes
Cemre Gsm Shop,Silifke Cd. No:36,0 324 237 57 07,,,,turkey,yes
Kaan Iletisim,Zeytinlibahçe Cd. No:86,0 324 336 24 49,,https://www.facebook.com/kaan.iletisim/?_rdr,,turkey,yes
Tonğ Gsm,Çakmak Cd. No:29,,,,,turkey,yes
Gsm-Dünyasi,Fasih Kayabalı Cd.,,,https://www.facebook.com/p/GSM-D%C3%BCnyasi-100064167906011/?_rdr,,turkey,yes
Saygın GSM,"Yeni, 6060. Sk. No:48/A",,,,,turkey,yes
Şafak Telefon & Bigisayar,112. Cad. No:10,,,,,turkey,yes
Duha İletişim,Zeytinlibahçe Cd. No:90,,,,,turkey,yes
Ayaz Iletisim,İstiklal Cd. No:80,0 324 238 30 80,,https://www.facebook.com/Ayaziletisim.Net/,,turkey,yes
Vizyon İletişim 2,59100. Sk.,,,,,turkey,yes
Alan Gsm Shop,156. Cd. 11A,,,,,turkey,yes
Samsung,Vali Hüseyin Aksoy Cad. Palm City No:2,0 324 237 12 99,http://www.samsung.com/,https://www.facebook.com/SamsungPakistan/,,turkey,yes
Erdal İletişim,Zeytinlibahçe Cd. NO:21,,,https://www.facebook.com/erdaliletisim27/,,turkey,yes
Vizyon İletişim,163. Cd. No:33,,vizyoniletisim.com.tr,https://www.facebook.com/vizyoniletisim55/,info@vizyoniletisim.com.tr,turkey,yes
MOBİLAND,5224. Sk. No:2,,,https://www.facebook.com/p/Mobiland-100068595079273/,,turkey,yes
RENK İLETİŞİM,MERSİN METROPOL İŞ MERKEZİ,0 535 221 35 60,,,,turkey,yes
Leyal iletişim,160. Cd. 64 A,,,,,turkey,yes
Erhan gsm MERSİN,"İSMET İNÖNÜ CADDESİ, NAİL GÖKSU PASAŞI NO :87",0 535 854 45 45,,,,turkey,yes
Yk İletişim Mersin,4302. Sk. 1 A,,,,,turkey,yes
BTS İLETİŞİM,Kuvayi Milliye Cd.,0 534 222 87 87,,http://www.facebook.com/bts.iletisim,,turkey,yes
Cinar Iletisim,Kuvayi Milliye Cd. No:147/C,0 324 336 93 33,,https://www.facebook.com/p/%C3%87%C4%B1nar-%C4%B0leti%C5%9Fim-100068527183780/,,turkey,yes
Üstün iletişim,5724. Sk. No:17,0 507 454 67 07,,https://www.facebook.com/p/%C3%9Cst%C3%BCn-ileti%C5%9Fim-100063902296159/?_rdr,ustuniletisim@yandex.com,turkey,yes
Dodo Gsm,metropol iş merkezi,0 531 409 44 84,,,,turkey,yes
Altunay Iletişim,Kuvayi Milliye Cd.,,,,,turkey,yes
Turkcell Kerem İtetişim,Kuvayi Milliye Cd. No:161,,,,,turkey,yes
Baran Iletişim,142. Cd. No:43,,,https://www.facebook.com/p/Baran-ileti%C5%9Fim-100054306439248/,,turkey,yes
Bilal İletişim,Kuvayi Milliye Cd. NO: 21,,,,,turkey,yes
Bilge Gsm Shop,Mehmet Akif Ersoy Sk 42/A,0 324 336 35 36,,,,turkey,yes
Serhat,164. Cd. NO:47,,,https://www.facebook.com/people/Serhat-%C4%B0leti%C5%9Fim/100064540008044/,,turkey,yes
Salih Gsm,207. Cd.,,,https://www.facebook.com/people/Salih-Gsm/pfbid0S8LVhZ9D99VZDTpRnFUJPgycVR63ufgQNSjchdfMQHGmZCYZNV4g4M7KE7EJ1NMzl/,,turkey,yes
Smile Phone,Mehmet Akif Ersoy Sk No:35,,,https://www.facebook.com/95Smile95/,,turkey,yes
Mersin Iletişim,5113. Sk. No:3,,,,,turkey,yes
Mersin Dunya Iletisim,"dünya iletişim Cep telefonu ve teknoloji, İsmet İnönü Blv. Nail Göksu İş Hanı No:90 Mersin",0 324 231 56 80,,,,turkey,yes
Opçinler İletişim,Uray Cd. No:34 D:G,,,,,turkey,yes
İçel Akdeniz Vodafone MEHMET BAHAR BİLİŞİM,5240. Sk. No: 2,0 324 232 23 80,,,,turkey,yes
Kerem Mobile,Çakmak Cd. No:48C,,,,,turkey,yes
نمبر ون - Number one,Çakmak Cd. NO:70/B,0 531 294 77 84,,https://www.facebook.com/NumberOneForDecor/,,turkey,yes
Yapici Gsm,Nobel Oteli Sok. Aslıhan İş Merkezi No:34,0 324 234 24 03,,,,turkey,yes
name iletişim tic.,Çiftçiler Cd. No:115,0 535 669 98 30,,,,turkey,yes
My Phone,Şht. Ütğm. Emrah Şahin Sok. No:48,,,,,turkey,yes
Tantar iletişim,205. Cadde No:78,,,,,turkey,yes
Ar-Cell İletişim,Soğuksu Cd. No:14,,,,,turkey,yes
Al Furat İletisim,Çakmak Cd. No:54,,,,,turkey,yes
SA-Tel GSM Shop,Soğuksu Cd. 13/A,0 552 747 47 47,,,,turkey,yes
Candan Iletişim,5993. Sk. No:40,,,https://www.facebook.com/story.php/?story_fbid=406830329739080&id=335066396915474&_rdr,,turkey,yes
FERHAT DİNÇER GSM,Soğuksu Cd.,0 539 577 43 75,,,,turkey,yes
ASYA İletişim Mersin,Kültür Mahallesi Silifke Caddesi Çankaya Apartmanı Altı No 69/F,0 553 533 33 28,,https://www.facebook.com/p/Asya-ileti%C5%9Fim-100067053792063/?locale=hi_IN&_rdr,,turkey,yes
Vizyon iletişim 2,142. Cd. No:50/B,0 539 385 41 99,,,,turkey,yes
Gazi Iletişim,112. Cad.,,,,,turkey,yes
Ox gsm,Silifke Cd.,0 531 897 77 18,,,,turkey,yes
A-CELL İLETİŞİM,1. Cd.,,,,,turkey,yes
My İletişim,İstiklal Cd. 29/A,,,https://www.facebook.com/p/MY-%C4%B0LET%C4%B0%C5%9E%C4%B0M-100054231381441/,,turkey,yes
Yuksel Iletisim,Zeytinlibahçe Cd. No:91,0 324 337 20 42,,https://www.facebook.com/p/Y%C3%BCksel-%C4%B0leti%C5%9Fim-100063280805225/,,turkey,yes
,,,,,,turkey,yes
Yagmur Iletisim,Silifke Cad./4716 Sok. No:32,0 324 232 31 18,,https://www.facebook.com/p/Yagmur-%C4%B0leti%C5%9Fimm-100063855948451/,,turkey,yes
Kuzen Gsm,Burhan Felek Cd. Atalar apt No:10/D,0 542 129 56 21,,,,turkey,yes
Guney Telefon,"Cami Şerif Mahallesi Uray Cad. Sezer İş Hanı, D:35/A",0 324 238 39 22,,https://www.facebook.com/p/G%C3%BCney-Telefon-100068185506394/?_rdr,,turkey,yes
Mobile Phone,1. Cd. No:62/B,,,https://www.facebook.com/groups/2770323333294139/,,turkey,yes
Cep Tele,160. Cd. NO: 34,,,,,turkey,yes
ASİ GSM TEKNO MARKET,152. Cd. NO:41,0 544 371 44 24,http://m.asigsm.tr.gg/,,,turkey,yes
Anka Gsm,Silifke Cd. No: 24,0 507 127 94 64,,https://www.facebook.com/enucuz.bizde.35/,,turkey,yes
veycellgsm,İstiklal Cd. no:24/c,0 532 348 25 56,,,,turkey,yes
Koray Iletişm,4825. Sk.,,,,,turkey,yes
K.v.k Nokia,Mehmet Akif Ersoy Sk,,,,,turkey,yes
Tek İletişim (Ramazan Teke),5003. Sk. No:118 D:C,,,https://www.facebook.com/ramazan.teke/?locale=tr_TR,,turkey,yes
Star Telefon,Atatürk Cad./4716. Sok. No:166,0 324 238 00 93,,,,turkey,yes
Erdem GSM,Zeytinlibahçe Cd. No:68,0 542 616 44 10,,https://www.facebook.com/erdem.iletisimmm/,,turkey,yes
Erdoğan Gsm,Zeytinlibahçe Cd. No:99,,,https://www.facebook.com/p/ERDO%C4%9EAN-GSM-100046789616946/,,turkey,yes
As İletişim,Çankaya Mahallesi Zafer Çarşısı No:1 Akdeniz/MERSİN,0 324 237 49 81,http://asiletisim.sahibinden.com/,https://www.facebook.com/p/As-%C4%B0leti%C5%9Fim-100063645759460/?_rdr,,turkey,yes
Görcell İletişim,Zeytinlibahçe Cd. 67/A,0 324 336 11 51,,,,turkey,yes
Çarşı Gsm Uğur Kiraz,"ÇARŞI BACANAK TANTUNİ YANİ, 4716. Sk. ÜZÜM İŞHANI ALTI NO:22/B",0 507 055 85 55,,https://www.facebook.com/mersincarsigsm/,,turkey,yes
Hasret Iletisim,Silifke Cd. 141/C,0 324 231 23 95,,https://www.facebook.com/hasret.iletisim.1/,,turkey,yes
Cix Iletişim,Çiftçiler Cd. No:59,,,,,turkey,yes
Duycan Iletisim,"Mahmudiye Mahallesi, Zeytinlibahçe Cd. Metropol iş mrk E blk No:64",0 324 337 23 37,,https://www.facebook.com/duycaniletisim/,,turkey,yes
Akdeniz Net Iletisim,1862. Sk. Suadiye Evleri No:6,0 324 326 59 52,,,,turkey,yes
Metro Market Mersin,13. Cd. No:38,,https://www.metro-tr.com/magazalar/mersin?utm_source=gmb&utm_medium=organic&utm_content=website&utm_term=mersin,https://tr-tr.facebook.com/Metrotoptancimarket,,turkey,yes
WorldWide Mobile,79. Sk.,0 535 026 13 26,,https://www.facebook.com/WORLDWIDE.87/,,turkey,yes
Bilgi Teknoloji Iletisim,Turgut Reis Cd. No:15,0 252 214 20 89,,,,turkey,yes
Mugla Başkent İletişim,Çakırlar Sk. 1-D,0 539 835 55 10,,,,turkey,yes
Nokta İletişim,Turgut Reis Cd. No:7,0 252 212 57 24,,https://www.facebook.com/noktaalii/?locale=tr_TR,,turkey,yes
Ege Guven Tel,Açık Pazar Gürdoğ Apt. No:96 D:1,0 252 213 10 51,,,,turkey,yes
Muğla Vatan İletişim,Saatli Kule Cd. No:4,0 531 882 89 38,,,,turkey,yes
Mavi Telekomhttps://www.facebook.com/p/Mavi-Telecom-100063651651573/?locale=fa_IR,Turgut Reis Cd. No:1/b,0 252 214 15 51,,https://www.facebook.com/p/Mavi-Telecom-100063651651573/?locale=fa_IR,,turkey,yes
Gürcell İletişim,Kemal Seyfettin Elgin Blv.,0 530 688 48 35,,https://www.facebook.com/gurcellcepshop/,,turkey,yes
Ayaz İletişim Türk Telekom,51. Sk. no:3 z/1,0 552 851 31 31,,,,turkey,yes
İDOL GSM,Çaylılar Sk. 1/B,0 252 212 20 11,,,,turkey,yes
Ata Iletisim,Marmaris Bulv. Petek Apt. No:13 D:1,0 252 212 01 13,,https://www.facebook.com/atamobil/,,turkey,yes
Tunc Iletisim,Turgut Reis Cd. 8/A,0 252 212 63 65,,https://www.facebook.com/p/Tun%C3%A7-%C4%B0leti%C5%9Fim-100054420103352/,,turkey,yes
Çağlar Teknoloji - Turkcell,"No:, İsmet İnönü Cd. No:98",0 252 213 12 13,http://www.caglarteknoloji.com.tr/,https://www.facebook.com/caglarteknoloji,info@caglarteknoloji.com.tr,turkey,yes
ÖZGÜR İLETİŞİM,Çaylılar Sk. NO:10/A,0 505 888 07 07,,,,turkey,yes
Çağlar Teknoloji - Turkcell,"No: No: No:, İsmet Çatak Cd. No:4",0 252 212 79 00,,,,turkey,yes
Çözüm Iletişim Sistemleri Ltd Şti,Zihni Derin Cd. No:34,,,,,turkey,yes
Serkan İletişim Turkcell,"Mimar Kemalettin Mahallesi, Fermanlı Sk. No:15 D:1A",0 212 518 27 67,,https://web.facebook.com/serkaniletisim2004/?_rdc=1&_rdr,,turkey,yes
Bawer İletişim,Göçmen Sk. No:1,,,,,turkey,yes
GEZER GSM,Kocamustafendi Cad NO: 12 D:C,0 544 252 53 36,,,,turkey,yes
KARADENİZ İLETİŞİM MUĞLA,Turgut Reis Cd. 16/C,0 541 862 48 61,,,,turkey,yes
Dogan Iletisim,İsmet İnönü Bulv. Nail Göksu Pasajı No:88,0 536 464 93 97,,https://www.facebook.com/people/Do%C4%9Fan-%C4%B0leti%C5%9Fim/100064931070293/,,turkey,yes
Ugur Iletisim,Kuvayi Milliye Bulv. 376/D,0 324 320 22 42,,https://www.facebook.com/uguriletisim74/,,turkey,yes
Bordo Mavi İletişim,Turgut Reis Cd. No:7/C,0 532 165 61 48,,,,turkey,yes
A & B Mobile Cep Telefonu ve Aksesuarları,Kemal Seyfettin Elgin Blv. no:47\1,0 252 413 20 65,,,,turkey,yes
Gümüş Elma Marmaris Cep Telefonu Teknik Servis | Tamir Aksesuar ve Apple iPhone,"Pektaş İş Hanı, Yeniyol Cd. No:5",0 252 412 56 58,,,,turkey,yes
Kaya Gsm,Zeytinlibahçe Cd. no:86/A,0 536 693 69 18,,https://www.facebook.com/kayagsm1/,,turkey,yes
lerzan gsm,Kuvayi Milliye Cd. No:197 D:a,0 532 316 91 08,,https://www.facebook.com/lerzan.gsm/?locale=tr_TR,,turkey,yes
Samsung Muğla Bayii Brand Shop Aksoy Ticaret,Orhaniye Petek Otel Altı Cumhuriyet Caddesi No: 27/A,0 252 212 74 44,,,,turkey,yes
Egeteknolojivodafone,Atatürk Blv. no 20,0 252 284 53 57,,,,turkey,yes
RÜYA İLETİŞİM MUĞLA,Çaylılar Sk. no:3/d,0 506 024 14 44,,,,turkey,yes
Yücel İletişim,Atatürk Cd. no:36,,,,,turkey,yes
Su iletişim2,"Vodofone bayisi, İnönü bulvarı turan apartmanı, no:38/5",0 546 471 32 46,,,,turkey,yes
Galaxy İletişim,Atatürk Blv. No:24/A,0 506 924 79 57,,,,turkey,yes
Calikusu iletisim,Zeytin Sk. No:2,,,,,turkey,yes
Mersin Yaman İletişim,"Üçgen Park Çaprazı, Çiftçiler caddesi, 5340. Sk.",,https://www.hepsiburada.com/magaza/mersin-yaman-iletisim?tab=allproducts,https://www.facebook.com/Hepsiburada,kava.alagas@hs03.kep.tr,turkey,yes
GEZER GSM,Cumhuriyet Cd. No:11/C,0 544 252 53 36,,,,turkey,yes
Asena Iletisim,56. Sk. No:2,0 252 413 36 51,,,,turkey,yes
ATA TELEKOM İLETİŞİM BİLİŞİM,Faruk Aksoy Sk. 4\A,,,,,turkey,yes
Mert İletişim,Kordon Cd. NO: 48,,,https://www.facebook.com/mertiletisimhizmetleri/,,turkey,yes
AK İLETİŞİM (ALPARSLAN İLETİŞİM),·,0 501 327 47 47,,https://www.facebook.com/akiletisiim/,,turkey,yes
Çetin İletişim,Unnamed Road,0 543 278 47 21,,https://www.facebook.com/p/%C3%87etin-ileti%C5%9Fim-100054254421305/,,turkey,yes
bek gsm,·,0 555 097 25 15,,,,turkey,yes
Muğla Vodafone Bayi Demircan İletişim,Turgut Reis Cd. No:1/C,,,,,turkey,yes
VODAFONE EMİR İLETİŞİM,33. Sk. No:14,0 542 417 71 00,,,,turkey,yes
BELDIBI ILETISIM,Beldibi Cd,,,,,turkey,yes
BEYAZKENDİR ELEKTRONİK İTHALAT-İHRACAT,"No:9/, Yavaşça Şahin Sk. No:6",0 212 514 36 30,,https://web.facebook.com/beyazkendirelektronik/?locale=tr_TR&_rdc=1&_rdr,,turkey,yes
(telefon dükkanı)Marmaris İletişim,33. Sk. No:7,,,,,turkey,yes
Turkcell plaza,,,,,,turkey,yes
Barış İletişim,Şehit Üstteğmen Emrah şahin sokak,0 535 813 77 78,,https://www.facebook.com/barisiletisim1993/?locale=tr_TR,,turkey,yes
Turkcell Euro iletişim,Atatürk Cad. no 27,0 536 265 81 42,,,,turkey,yes
Turkcell DSN Plus Demir Teknoloji,"Caprice Premıum Avm, 508. Sk. no6",0 532 131 98 28,,,,turkey,yes
Star Iletisim,Cumhuriyet Cd. No:89 D:1,0 252 282 30 13,,,,turkey,yes
Gunaydin Iletisim,1650. Sok. Sekizler Apt. 7/C,0 324 331 03 02,https://www.aydiniletisim.com.tr/?fbclid=IwZXh0bgNhZW0CMTAAAR2jbEuG4MaqWCnLEJrtzh6orMonHwzA-AhEBZ6uF966nBsmKib4lcsa8j0_aem_AXaVBuuKNvN5n2YkNk6wjl_73sMTXDOQY30XklkCh45Dj9ItNJSNades0JfkaxJG02OI3l2l0fsl1m-3z7d8dD39,https://www.facebook.com/gunaydinTT/,info@aydiniletisim.com.tr,turkey,yes
Cep Center,Atatürk Cd.,,,https://www.facebook.com/p/Cep-Center-100079787133503/?_rdr,,turkey,yes
Sude Tekno Market,Atatürk Blv.,0 252 262 17 17,,,,turkey,yes
VEGA MOBİL TURKCELL DSN PLUS,Kadıağa Cd. NO:20/B,0 530 798 96 48,,,,turkey,yes
Çağlar Teknoloji - Turkcell,Ulusal Egemenlik Cd. No:2,0 252 413 85 85,,,,turkey,yes
Yağmur İletişim,Atatürk Blv. No:38/E,0 544 948 05 06,,,,turkey,yes
Cihan iletişim,Cumhuriyet Cd.,,,,,turkey,yes
Venus Iletisim,Atatürk Blv. No:2,0 252 262 43 22,,https://www.facebook.com/people/Ven%C3%BCs-%C4%B0leti%C5%9Fim/100066397332730/,,turkey,yes
Medya İletişim,Atatürk Cad. NO: 33,,,,,turkey,yes
Yildirim Iletisim,Cumhuriyet Cad. No:90,0 252 242 21 61,,,,turkey,yes
TeknoKa Premium Cep Telefonu-Bilgisayar,Milas/selimiye mah cami sk. No2 Sağlık ocağı karşısı,0 544 790 26 33,,,,turkey,yes
Kötekli Gsm Ve Bilgisayar,Sıtkı Koçman Cd 115\e,0 545 382 19 12,,,,turkey,yes
Cinar Iletisim,Tepe mahallesi 57.sokak No:29 Z:7,0 252 413 29 05,,,,turkey,yes
Baran İletişim,160. Cd. No:66,,,https://www.facebook.com/p/Baran-ileti%C5%9Fim-100054306439248/,,turkey,yes
Maksi iletişim,Atatürk Cd. No.17/B,0 555 772 49 49,,,,turkey,yes
Mucom Teknik,Kurşunlu Cd. No:38,0 532 327 74 49,,,,turkey,yes
Gsm DÜNYASI,4716. Sk. no:32/C,0 554 135 03 21,,https://www.facebook.com/p/GSM-D%C3%BCnyasi-100064167906011/?_rdr,,turkey,yes
iPhoneCare,Cumhuriyet Cd. No:87,0 541 890 26 76,,,,turkey,yes
Vodafone Cep Merkezi,Kadıağa Cd. No:22/A,0 542 614 00 48,,,,turkey,yes
PHONE STORE,38. Sk. No:60,,,,,turkey,yes
Ata iletişim Köyceğiz,arıkbaşı. CAD no 2,0 532 357 30 06,,,,turkey,yes
Vodafone Kalender İletisim Yeniyol Şube,"Tepe Mah.yeniyol Cad. No:15/16 Marmaris,muğla,türkiye",0 252 412 05 42,,,,turkey,yes
Akdeniz Teknoloji,Cumhuriyet Cd. no:13/B,0 532 505 09 96,,,,turkey,yes
Cep Market,İsmet İnönü Cd. No:68,,,,,turkey,yes
Cepcell Turkcell Shop,"Mahmudiye Mah. Metropol İş Merkezi B Blok No:42/c, Akdeniz, Mersin (İçel)",0 324 337 27 17,,https://www.facebook.com/p/Turkcell-Cepcell-ileti%C5%9Fim-100057573883284/,,turkey,yes
Gold İletişim Turkcell Dsn Plus Bayi,"Özlem Pastanesi Yanı, Atatürk Cd. No:39/C",0 531 569 53 93,,https://www.facebook.com/p/Gold-ileti%C5%9Fim-100063523090058/,,turkey,yes
Teknik Gsm,Ambarcı Cd. No:10,,,,,turkey,yes
TAVASLI İLETİŞİM,Cumhuriyet Cd. No:47,0 531 550 66 99,,,,turkey,yes
Teknosa,28. Sok Rüya Park AVM No: 14 Kat: Zemin Daire: ZK-51,0 850 222 5599,,,,turkey,yes
Samsung milas,Ulusal Egemenlik Cd. 18 A,0 553 209 03 75,,,,turkey,yes
Teknocell Iletişim Teknolojisi,Mardin Yeşilli Yolu,,,https://www.facebook.com/pages/Teknocell%20Ileti%C5%9Fim%20Teknolojisi/1580960725558557/,,turkey,yes
Tezcannet,Köyceğiz Ula Yolu,0 555 151 55 50,,,,turkey,yes
Zirve Teknoloji Turkcell Bayii,116. Sk. No:1/a,0 252 282 06 06,,,,turkey,yes
İphone Servis Bodrum,Çarşı Türk Kuyusu Caddesi no53/b D:48400,0 505 969 91 82,,,,turkey,yes
Erhan Elektronik,orhaniye mah.ismet çatak cad. özman iş merkezi no:22/b mentese,0 530 970 41 20,,,,turkey,yes
Esen Bilişim Sistemleri İnş. Tur. San. ve Tic.Ltd.Şti.,·,0 252 213 15 17,,,,turkey,yes
Çağlar Teknoloji - Turkcell,Cumhuriyet Cd. No:23,0 252 513 49 50,,,,turkey,yes
Burgaz İletiṣim,Kışla Cd. No:8,,,,,turkey,yes
